/* DATA DESCRIPTION:
Citation:	Weikusat, Ilka; Stoll, Nicolas; Kerch, Johanna; Eichler, Jan; Jansen, Daniela; Kipfstuhl, Sepp (2022): Crystal c-axes (fabric analyser G50) of ice core samples (vertical thin sections) collected from the polar ice core EGRIP, 111-1714 m depth. PANGAEA, https://doi.org/10.1594/PANGAEA.949248
Abstract:	Fabric Analyser data was obtained from 744 vertical thin sections (ca. 6.7 x 9 cm) of the East Greenland Ice Core Project (EGRIP) ice core to analyze the microstructural evolution and internal deformation with depth. Vertical ice thin sections were prepared and measured with the Fabric Analyzer G50 (resolution: 20 μm/pixel) in the field at the EGRIP site in the summer seasons of 2017 and 2018. 55 cm long samples were cut into six thin sections and measurements were later background corrected and processed with the program cAxes. The stated depth (in m) of the section describes the sections' top, center, and bottom. The derived data is the number of grains, mean grain size (in pixel and μm^2), sum vector norm, regelungsgrad, regelungsgrad weighted, concentration parameter, concentration parameter weighted, spherical aperture, spherical aperture weighted, three eigenvalues (e1, e2, e3, and weighted e1, e2, e3), woodcock parameter and woodcock parameter weighted.
Keyword(s):	fabric; Fabric Analyser; Greenland; Holocene; Ice core; microstructure; NEGIS
Coverage:	LATITUDE: 75.630000 * LONGITUDE: -35.980000
	MINIMUM DEPTH, ice/snow: 111.15 m * MAXIMUM DEPTH, ice/snow: 1714.30 m
Event(s):	EGRIP * LATITUDE: 75.630000 * LONGITUDE: -35.980000 * LOCATION: Greenland * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	Bag number (Bag) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html)
	Section (Sect) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html)
	Depth, top/min [m] (Depth top) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html)
	Depth, bottom/max [m] (Depth bot) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html)
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html)
	Grains [#] (Grains) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
	Grain size, mean [pixel] (Grain size mean) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
	Sum vector norm (Sum vector norm) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA) * COMMENT: sum_vector_norm
	Degree of preferred orientation [%] (Pref orient) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
	Degree of preferred orientation [%] (Pref orient) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Weighted
	Concentration parameter (Conc param) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
	Concentration parameter (Conc param) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Weighted
	Spherical aperture [deg] (Spherical apt) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
	Spherical aperture [deg] (Spherical apt) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Weighted
	Eigenvalue 1 (EVA1) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
	Eigenvalue 1 (EVA1) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Weighted
	Eigenvalue 2 (EVA2) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
	Eigenvalue 2 (EVA2) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Weighted
	Eigenvalue 3 (EVA3) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
	Eigenvalue 3 (EVA3) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Weighted
	Woodcock shape parameter (Woodcock param) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
	Woodcock shape parameter (Woodcock param) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Weighted
	Grain area, mean [mm**2] (Grain area) * PI: Weikusat, Ilka (https://orcid.org/0000-0002-3023-6036, Ilka.Weikusat@awi.de, http://www.awi.de/en/about-us/organisation/staff/ilka-weikusat.html) * METHOD/DEVICE: Fabric Analyzer G50 (FA)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	16367 data points
*/
Bag	Sect	Depth top [m]	Depth bot [m]	Depth ice/snow [m]	Grains [#] (Fabric Analyzer G50 (FA))	Grain size mean [pixel] (Fabric Analyzer G50 (FA))	Sum vector norm (sum_vector_norm, Fabric Analy...)	Pref orient [%] (Fabric Analyzer G50 (FA))	Pref orient [%] (Weighted)	Conc param (Fabric Analyzer G50 (FA))	Conc param (Weighted)	Spherical apt [deg] (Fabric Analyzer G50 (FA))	Spherical apt [deg] (Weighted)	EVA1 (Fabric Analyzer G50 (FA))	EVA1 (Weighted)	EVA2 (Fabric Analyzer G50 (FA))	EVA2 (Weighted)	EVA3 (Fabric Analyzer G50 (FA))	EVA3 (Weighted)	Woodcock param (Fabric Analyzer G50 (FA))	Woodcock param (Weighted)	Grain area [mm**2] (Fabric Analyzer G50 (FA))
203	1	111.100	111.190	111.15	814	9846	0.661071	32.21430	35.897700	2.95047	3.11618	55.4186	53.2383	0.20619900	0.17743200	0.278516	0.282642	0.515285	0.539927	2.0465000	1.39017000	3.9384
203	2	111.190	111.280	111.24	403	9539	0.658543	31.70860	35.618900	2.92863	3.09879	55.7293	53.4537	0.21242900	0.20915800	0.256304	0.244297	0.531267	0.546545	3.8821600	5.18511000	3.8156
203	3	111.280	111.380	111.33	1320	9679	0.648016	29.60320	33.691900	2.84104	3.01394	57.0376	54.5485	0.21020800	0.19025500	0.284137	0.273131	0.505654	0.536613	1.9126600	1.86767000	3.8716
216	1	118.250	118.340	118.30	1418	7642	0.664832	32.96640	37.513100	2.98358	3.19841	54.9589	52.2571	0.22340200	0.20306800	0.260919	0.248231	0.515679	0.548701	4.3885200	3.94977000	3.0568
216	2	118.340	118.430	118.39	480	7117	0.681443	36.28870	38.296900	3.13916	3.23458	52.9580	51.8441	0.19694800	0.18684500	0.272547	0.261362	0.530505	0.551792	2.0501100	2.22647000	2.8468
216	3	118.430	118.530	118.48	532	2695	0.637984	27.59670	36.238200	2.76230	3.13078	58.3098	53.0596	0.23551700	0.21512200	0.274960	0.244015	0.489522	0.540863	3.7251400	6.31587000	1.0780
216	4	118.530	118.620	118.57	1196	9812	0.638595	27.71910	32.089900	2.76698	2.94261	58.2315	55.5298	0.22099100	0.22805700	0.298551	0.258792	0.480457	0.513151	1.5816700	5.41436000	3.9248
216	5	118.620	118.710	118.66	1293	7962	0.649059	29.81170	40.860300	2.84948	3.37921	56.9069	50.2929	0.21343300	0.19504800	0.290115	0.240998	0.496452	0.563954	1.7501300	4.01891000	3.1848
216	6	118.710	118.800	118.75	1554	7241	0.667404	33.48090	39.131800	3.00665	3.28367	54.6460	51.3002	0.21506000	0.19527100	0.261876	0.244303	0.523064	0.560426	3.5126700	3.70623000	2.8964
225	1	123.200	123.290	123.25	1381	7524	0.606203	21.24060	32.865700	2.53938	2.97695	62.5564	55.0500	0.22923000	0.20033000	0.287237	0.268485	0.483533	0.531185	2.3087200	2.33011000	3.0096
225	2	123.290	123.380	123.34	1443	7376	0.646626	29.32520	29.981600	2.82986	2.85441	57.2123	56.8310	0.23896500	0.21654400	0.270267	0.262357	0.490768	0.521100	4.8465000	3.57578000	2.9504
225	3	123.380	123.480	123.43	1293	7742	0.658360	31.67200	35.372200	2.92706	3.09225	55.7518	53.5355	0.23161500	0.20976700	0.258642	0.253449	0.509744	0.536784	6.1472700	3.96707000	3.0968
225	4	123.480	123.570	123.52	993	7897	0.688421	37.68430	36.648300	3.20946	3.15380	52.1298	52.7819	0.21212200	0.20475100	0.243740	0.251006	0.544138	0.544243	5.7802000	3.79955000	3.1588
225	5	123.570	123.660	123.61	1195	8469	0.615118	23.02350	34.898800	2.59820	3.06957	61.3258	53.8224	0.25350600	0.20790300	0.293137	0.264731	0.453357	0.527367	3.0019200	2.85208000	3.3876
225	6	123.660	123.750	123.70	952	8046	0.623511	24.70230	26.490700	2.65612	2.71789	60.1974	59.0734	0.23800700	0.24652900	0.277915	0.267197	0.484078	0.486274	3.5798800	7.43772000	3.2184
242	2	132.640	132.730	132.69	1251	9375	0.655493	31.09860	14.548200	2.90270	2.33863	56.1058	67.6339	0.22924500	0.21407700	0.259452	0.262318	0.511303	0.523605	5.4804800	3.40108000	3.7500
243	3	133.280	133.380	133.33	1193	8767	0.611353	22.27060	32.915200	2.57303	2.97880	61.8412	55.0244	0.19869300	0.18507500	0.310903	0.295347	0.490404	0.519578	1.0179300	1.20855000	3.5068
244	1	133.650	133.740	133.70	1161	9818	0.594688	18.93770	27.589000	2.46724	2.75963	64.2036	58.3548	0.24175000	0.19904300	0.315240	0.313006	0.443010	0.487951	1.2819000	0.98075800	3.9272
245	1	134.200	134.290	134.25	1320	7275	0.671250	34.25000	32.401600	3.04183	2.95641	54.1804	55.3352	0.21018100	0.21036500	0.270981	0.238149	0.518838	0.551486	2.5564600	6.76905000	2.9100
246	1	134.750	134.840	134.80	1228	8751	0.649919	29.98380	40.121400	2.85648	3.33737	56.7992	50.7260	0.22937200	0.20195700	0.264284	0.232621	0.506344	0.565422	4.5892500	6.28324000	3.5004
247	1	135.300	135.390	135.35	1117	10351	0.601669	20.33370	30.217700	2.51047	2.86349	63.1967	56.6921	0.27312600	0.24474700	0.276702	0.251790	0.450173	0.503463	37.4151000	24.42110000	4.1404
252	1	138.050	138.140	138.10	757	14312	0.616369	23.27380	33.830100	2.60667	3.01853	61.1558	54.4873	0.22155700	0.21008000	0.319936	0.270233	0.458507	0.519687	0.9793590	2.59709000	5.7248
252	2	138.140	138.230	138.19	744	15675	0.608398	21.67960	23.439900	2.55361	2.60881	62.2501	61.1131	0.22608200	0.20144900	0.314993	0.290789	0.458925	0.507762	1.1347300	1.51858000	6.2700
252	3	138.230	138.330	138.28	904	12461	0.557123	11.42450	29.454800	2.25796	2.83192	70.2448	57.1800	0.23679300	0.21436600	0.318224	0.292914	0.444984	0.492721	1.1343600	1.66584000	4.9844
252	4	138.330	138.420	138.37	879	12188	0.624698	24.93960	34.568000	2.66452	3.05313	60.0400	54.0335	0.21479200	0.18556200	0.310130	0.277840	0.475078	0.536597	1.1610800	1.63061000	4.8752
252	5	138.420	138.510	138.46	816	13499	0.700733	40.14670	43.393600	3.34150	3.52884	50.6828	48.8364	0.18540100	0.17681000	0.261367	0.239009	0.553232	0.584181	2.1835900	2.96498000	5.3996
252	6	138.510	138.600	138.55	1192	9582	0.653149	30.62970	35.642400	2.88308	3.10503	56.3966	53.3761	0.20441200	0.19317500	0.291195	0.267459	0.504393	0.539365	1.5525200	2.15578000	3.8328
253	1	138.600	138.690	138.65	1074	9825	0.609941	21.98810	31.898200	2.56371	2.93404	62.0361	55.6517	0.22970400	0.19321900	0.311799	0.296144	0.458496	0.510637	1.2618900	1.27584000	3.9300
253	2	138.690	138.780	138.74	1019	11271	0.622080	24.41600	35.946400	2.64606	3.11932	60.3879	53.1997	0.22108000	0.20761400	0.319328	0.261490	0.459592	0.530896	0.9902890	3.06947000	4.5084
253	3	138.780	138.880	138.83	1058	10982	0.634219	26.84380	33.713200	2.73388	3.01434	58.7944	54.5431	0.22860500	0.21924300	0.298486	0.258541	0.472908	0.522215	1.7252800	4.26403000	4.3928
253	4	138.880	138.970	138.92	999	11847	0.582258	16.45160	25.680300	2.39382	2.68838	66.0709	59.6008	0.23423400	0.21973400	0.327662	0.284835	0.438104	0.495431	0.8653850	2.13307000	4.7388
253	5	138.970	139.060	139.01	1130	10063	0.634565	26.91300	38.566400	2.73647	3.25267	58.7497	51.6415	0.23652700	0.20542700	0.285478	0.242706	0.477995	0.551868	2.7402100	4.92602000	4.0252
266	1	145.750	145.840	145.80	1095	10995	0.611123	22.22450	31.735900	2.57150	2.92712	61.8729	55.7509	0.19512600	0.16792900	0.348699	0.302561	0.456174	0.529510	0.4627670	0.95061900	4.3980
266	2	145.840	145.930	145.89	1352	9301	0.645458	29.09170	35.880700	2.82054	3.11688	57.3595	53.2297	0.17583000	0.16449700	0.334559	0.301904	0.489611	0.533600	0.5919500	0.93794900	3.7204
266	3	145.930	146.030	145.98	1407	8127	0.626405	25.28100	35.169600	2.67670	3.08278	59.8144	53.6547	0.16343400	0.14681900	0.339905	0.318433	0.496661	0.534748	0.5179100	0.66956700	3.2508
266	4	146.030	146.120	146.07	1394	9043	0.619310	23.86190	31.440400	2.62681	2.91508	60.7588	55.9250	0.19761800	0.17745500	0.302386	0.313532	0.499996	0.509013	1.1822500	0.85134400	3.6172
266	5	146.120	146.210	146.16	1230	10977	0.557105	11.42110	18.137700	2.25787	2.44114	70.2479	64.8429	0.19145300	0.16604200	0.384270	0.352754	0.424277	0.481204	0.1421570	0.41208500	4.3908
266	6	146.210	146.300	146.25	1273	7636	0.625525	25.10510	28.709400	2.67041	2.80321	59.9305	57.6366	0.19732000	0.19246200	0.327820	0.296600	0.474859	0.510939	0.7299550	1.25754000	3.0544
